cell,arc,meas,slew_idx,load_idx,slew,load,inst,group,param,delta,sigma_mm,v0,vplus,vminus,s1,s2
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,M1,N,vth,0.010,2.108185e-02,2.849951e-11,2.849953e-11,2.849949e-11,2.000000e-15,0.000000e+00
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,M1,N,u0,0.02,1.054093e-01,2.849951e-11,2.849951e-11,2.849952e-11,-2.500000e-16,2.500000e-14
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,M2,N,vth,0.010,2.108185e-02,2.849951e-11,2.912494e-11,2.789202e-11,6.164600e-11,1.794000e-10
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,M2,N,u0,0.02,1.054093e-01,2.849951e-11,2.837521e-11,2.862868e-11,-6.336750e-12,1.217500e-11
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,M3,P,vth,0.010,9.467293e-03,2.849951e-11,2.851142e-11,2.848784e-11,1.179000e-12,2.400000e-12
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,M3,P,u0,0.02,4.303315e-02,2.849951e-11,2.848951e-11,2.85098e-11,-5.072500e-13,7.250000e-13
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,M4,P,vth,0.010,9.467293e-03,2.849951e-11,2.850098e-11,2.849944e-11,7.700000e-14,1.400000e-11
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,M4,P,u0,0.02,4.303315e-02,2.849951e-11,2.848968e-11,2.850962e-11,-4.985000e-13,7.000000e-13
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,2.849951e-11,2.912496e-11,2.789199e-11,6.164850e-11,1.793000e-10
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,2.849951e-11,2.837521e-11,2.862868e-11,-6.336750e-12,1.217500e-11
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,2.849951e-11,2.851244e-11,2.848733e-11,1.255500e-12,7.500000e-12
NOR2_X1,B_r_ZN_f,delay,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,2.849951e-11,2.847959e-11,2.851981e-11,-1.005500e-12,9.500000e-13
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,M1,N,vth,0.010,2.108185e-02,1.602223e-11,1.602223e-11,1.602223e-11,0.000000e+00,0.000000e+00
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,M1,N,u0,0.02,1.054093e-01,1.602223e-11,1.602223e-11,1.602223e-11,0.000000e+00,0.000000e+00
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,M2,N,vth,0.010,2.108185e-02,1.602223e-11,1.626036e-11,1.580848e-11,2.259400e-11,2.438000e-10
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,M2,N,u0,0.02,1.054093e-01,1.602223e-11,1.593824e-11,1.611044e-11,-4.305000e-12,1.055000e-11
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,M3,P,vth,0.010,9.467293e-03,1.602223e-11,1.601816e-11,1.60262e-11,-4.020000e-13,-1.000000e-12
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,M3,P,u0,0.02,4.303315e-02,1.602223e-11,1.602563e-11,1.601871e-11,1.730000e-13,-3.000000e-13
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,M4,P,vth,0.010,9.467293e-03,1.602223e-11,1.602171e-11,1.602228e-11,-2.850000e-14,-4.700000e-12
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,M4,P,u0,0.02,4.303315e-02,1.602223e-11,1.602558e-11,1.601877e-11,1.702500e-13,-2.750000e-13
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,1.602223e-11,1.626036e-11,1.580848e-11,2.259400e-11,2.438000e-10
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,1.602223e-11,1.593824e-11,1.611044e-11,-4.305000e-12,1.055000e-11
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,1.602223e-11,1.601779e-11,1.60264e-11,-4.305000e-13,-2.700000e-12
NOR2_X1,B_r_ZN_f,trans,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,1.602223e-11,1.602906e-11,1.601528e-11,3.445000e-13,-3.000000e-13
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,M1,N,vth,0.010,2.108185e-02,3.969212e-11,3.969215e-11,3.969208e-11,3.500000e-15,-1.000000e-13
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,M1,N,u0,0.02,1.054093e-01,3.969212e-11,3.969212e-11,3.969213e-11,-2.500000e-16,2.500000e-14
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,M2,N,vth,0.010,2.108185e-02,3.969212e-11,4.0613e-11,3.880205e-11,9.054750e-11,3.081000e-10
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,M2,N,u0,0.02,1.054093e-01,3.969212e-11,3.949377e-11,3.989852e-11,-1.011875e-11,2.012500e-11
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,M3,P,vth,0.010,9.467293e-03,3.969212e-11,3.970557e-11,3.967891e-11,1.333000e-12,2.400000e-12
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,M3,P,u0,0.02,4.303315e-02,3.969212e-11,3.968086e-11,3.970368e-11,-5.705000e-13,7.500000e-13
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,M4,P,vth,0.010,9.467293e-03,3.969212e-11,3.968359e-11,3.970107e-11,-8.740000e-13,4.200000e-12
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,M4,P,u0,0.02,4.303315e-02,3.969212e-11,3.968451e-11,3.969989e-11,-3.845000e-13,4.000000e-13
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,3.969212e-11,4.061303e-11,3.880201e-11,9.055100e-11,3.080000e-10
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,3.969212e-11,3.949377e-11,3.989852e-11,-1.011875e-11,2.012500e-11
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,3.969212e-11,3.969651e-11,3.968734e-11,4.585000e-13,-3.900000e-12
NOR2_X1,B_r_ZN_f,delay,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,3.969212e-11,3.967313e-11,3.971133e-11,-9.550000e-13,5.500000e-13
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,M1,N,vth,0.010,2.108185e-02,2.889999e-11,2.89e-11,2.889997e-11,1.500000e-15,-1.000000e-13
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,M1,N,u0,0.02,1.054093e-01,2.889999e-11,2.889998e-11,2.889999e-11,-2.500000e-16,-2.500000e-14
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,M2,N,vth,0.010,2.108185e-02,2.889999e-11,2.958851e-11,2.824412e-11,6.721950e-11,3.265000e-10
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,M2,N,u0,0.02,1.054093e-01,2.889999e-11,2.869797e-11,2.911068e-11,-1.031775e-11,2.167500e-11
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,M3,P,vth,0.010,9.467293e-03,2.889999e-11,2.890002e-11,2.889994e-11,4.000000e-15,-2.000000e-13
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,M3,P,u0,0.02,4.303315e-02,2.889999e-11,2.889995e-11,2.890001e-11,-1.500000e-15,-5.000000e-14
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,M4,P,vth,0.010,9.467293e-03,2.889999e-11,2.889995e-11,2.890002e-11,-3.500000e-15,-1.000000e-13
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,M4,P,u0,0.02,4.303315e-02,2.889999e-11,2.889996e-11,2.89e-11,-1.000000e-15,-5.000000e-14
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,2.889999e-11,2.958852e-11,2.824411e-11,6.722050e-11,3.265000e-10
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,2.889999e-11,2.869797e-11,2.911068e-11,-1.031775e-11,2.167500e-11
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,2.889999e-11,2.889999e-11,2.889998e-11,5.000000e-16,-1.000000e-13
NOR2_X1,B_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,2.889999e-11,2.889992e-11,2.890003e-11,-2.750000e-15,-7.500000e-14
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,M1,N,vth,0.010,2.108185e-02,6.828945e-11,6.828951e-11,6.828938e-11,6.500000e-15,-1.000000e-13
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,M1,N,u0,0.02,1.054093e-01,6.828945e-11,6.828945e-11,6.828946e-11,-2.500000e-16,2.500000e-14
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,M2,N,vth,0.010,2.108185e-02,6.828945e-11,6.993649e-11,6.670561e-11,1.615440e-10,6.320000e-10
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,M2,N,u0,0.02,1.054093e-01,6.828945e-11,6.790536e-11,6.868952e-11,-1.960400e-11,3.995000e-11
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,M3,P,vth,0.010,9.467293e-03,6.828945e-11,6.830303e-11,6.827609e-11,1.347000e-12,2.200000e-12
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,M3,P,u0,0.02,4.303315e-02,6.828945e-11,6.827813e-11,6.830105e-11,-5.730000e-13,7.000000e-13
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,M4,P,vth,0.010,9.467293e-03,6.828945e-11,6.825394e-11,6.832486e-11,-3.546000e-12,-1.000000e-12
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,M4,P,u0,0.02,4.303315e-02,6.828945e-11,6.828969e-11,6.828918e-11,1.275000e-14,-7.500000e-14
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,6.828945e-11,6.993655e-11,6.670554e-11,1.615505e-10,6.319000e-10
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,6.828945e-11,6.790536e-11,6.868952e-11,-1.960400e-11,3.995000e-11
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,6.828945e-11,6.826697e-11,6.831096e-11,-2.199500e-12,-9.700000e-12
NOR2_X1,B_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,6.828945e-11,6.827824e-11,6.830065e-11,-5.602500e-13,-2.500000e-14
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,M1,N,vth,0.010,2.108185e-02,6.517974e-11,6.517976e-11,6.517971e-11,2.500000e-15,-1.000000e-13
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,M1,N,u0,0.02,1.054093e-01,6.517974e-11,6.517974e-11,6.517974e-11,0.000000e+00,0.000000e+00
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,M2,N,vth,0.010,2.108185e-02,6.517974e-11,6.673307e-11,6.370016e-11,1.516455e-10,7.375000e-10
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,M2,N,u0,0.02,1.054093e-01,6.517974e-11,6.472394e-11,6.565512e-11,-2.327950e-11,4.895000e-11
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,M3,P,vth,0.010,9.467293e-03,6.517974e-11,6.517976e-11,6.517975e-11,5.000000e-16,3.000000e-13
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,M3,P,u0,0.02,4.303315e-02,6.517974e-11,6.517974e-11,6.517976e-11,-5.000000e-16,5.000000e-14
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,M4,P,vth,0.010,9.467293e-03,6.517974e-11,6.517974e-11,6.517983e-11,-4.500000e-15,9.000000e-13
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,M4,P,u0,0.02,4.303315e-02,6.517974e-11,6.517974e-11,6.517974e-11,0.000000e+00,0.000000e+00
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,6.517974e-11,6.673309e-11,6.370013e-11,1.516480e-10,7.374000e-10
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,6.517974e-11,6.472394e-11,6.565512e-11,-2.327950e-11,4.895000e-11
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,6.517974e-11,6.517973e-11,6.517981e-11,-4.000000e-15,6.000000e-13
NOR2_X1,B_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,6.517974e-11,6.517975e-11,6.517976e-11,-2.500000e-16,7.500000e-14
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,M1,N,vth,0.010,2.108185e-02,4.340365e-11,4.340369e-11,4.34036e-11,4.500000e-15,-1.000000e-13
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,M1,N,u0,0.02,1.054093e-01,4.340365e-11,4.340365e-11,4.340366e-11,-2.500000e-16,2.500000e-14
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,M2,N,vth,0.010,2.108185e-02,4.340365e-11,4.481757e-11,4.19985e-11,1.409535e-10,8.770000e-11
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,M2,N,u0,0.02,1.054093e-01,4.340365e-11,4.3179e-11,4.363556e-11,-1.141400e-11,1.815000e-11
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,M3,P,vth,0.010,9.467293e-03,4.340365e-11,4.341979e-11,4.338804e-11,1.587500e-12,5.300000e-12
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,M3,P,u0,0.02,4.303315e-02,4.340365e-11,4.339051e-11,4.341731e-11,-6.700000e-13,1.300000e-12
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,M4,P,vth,0.010,9.467293e-03,4.340365e-11,4.33611e-11,4.34545e-11,-4.670000e-12,8.300000e-11
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,M4,P,u0,0.02,4.303315e-02,4.340365e-11,4.339711e-11,4.341058e-11,-3.367500e-13,9.750000e-13
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,4.340365e-11,4.481762e-11,4.199844e-11,1.409590e-10,8.760000e-11
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,4.340365e-11,4.3179e-11,4.363557e-11,-1.141425e-11,1.817500e-11
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,4.340365e-11,4.337687e-11,4.343854e-11,-3.083500e-12,8.110000e-11
NOR2_X1,B_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,4.340365e-11,4.338391e-11,4.342418e-11,-1.006750e-12,1.975000e-12
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,M1,N,vth,0.010,2.108185e-02,2.594694e-11,2.594693e-11,2.594696e-11,-1.500000e-15,1.000000e-13
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,M1,N,u0,0.02,1.054093e-01,2.594694e-11,2.594695e-11,2.594694e-11,2.500000e-16,2.500000e-14
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,M2,N,vth,0.010,2.108185e-02,2.594694e-11,2.60133e-11,2.587672e-11,6.829000e-12,-3.860000e-11
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,M2,N,u0,0.02,1.054093e-01,2.594694e-11,2.587502e-11,2.602212e-11,-3.677500e-12,8.150000e-12
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,M3,P,vth,0.010,9.467293e-03,2.594694e-11,2.593395e-11,2.595955e-11,-1.280000e-12,-3.800000e-12
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,M3,P,u0,0.02,4.303315e-02,2.594694e-11,2.595755e-11,2.593595e-11,5.400000e-13,-9.500000e-13
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,M4,P,vth,0.010,9.467293e-03,2.594694e-11,2.597649e-11,2.591204e-11,3.222500e-12,-5.350000e-11
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,M4,P,u0,0.02,4.303315e-02,2.594694e-11,2.595267e-11,2.594091e-11,2.940000e-13,-7.500000e-13
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,2.594694e-11,2.601329e-11,2.587674e-11,6.827500e-12,-3.850000e-11
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,2.594694e-11,2.587503e-11,2.602212e-11,-3.677250e-12,8.175000e-12
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,2.594694e-11,2.59637e-11,2.592493e-11,1.938500e-12,-5.250000e-11
NOR2_X1,B_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,2.594694e-11,2.596337e-11,2.592996e-11,8.352500e-13,-1.375000e-12
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,M1,N,vth,0.010,2.108185e-02,5.819326e-11,5.819331e-11,5.81932e-11,5.500000e-15,-1.000000e-13
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,M1,N,u0,0.02,1.054093e-01,5.819326e-11,5.819326e-11,5.819327e-11,-2.500000e-16,2.500000e-14
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,M2,N,vth,0.010,2.108185e-02,5.819326e-11,5.966912e-11,5.672333e-11,1.472895e-10,5.930000e-11
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,M2,N,u0,0.02,1.054093e-01,5.819326e-11,5.792997e-11,5.846521e-11,-1.338100e-11,2.165000e-11
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,M3,P,vth,0.010,9.467293e-03,5.819326e-11,5.820979e-11,5.817717e-11,1.631000e-12,4.400000e-12
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,M3,P,u0,0.02,4.303315e-02,5.819326e-11,5.817973e-11,5.820723e-11,-6.875000e-13,1.100000e-12
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,M4,P,vth,0.010,9.467293e-03,5.819326e-11,5.817725e-11,5.821379e-11,-1.827000e-12,4.520000e-11
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,M4,P,u0,0.02,4.303315e-02,5.819326e-11,5.818422e-11,5.820261e-11,-4.597500e-13,7.750000e-13
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,5.819326e-11,5.966917e-11,5.672327e-11,1.472950e-10,5.920000e-11
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,5.819326e-11,5.792996e-11,5.846521e-11,-1.338125e-11,2.162500e-11
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,5.819326e-11,5.819339e-11,5.819733e-11,-1.970000e-13,4.200000e-11
NOR2_X1,B_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,5.819326e-11,5.817061e-11,5.821649e-11,-1.147000e-12,1.450000e-12
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,M1,N,vth,0.010,2.108185e-02,3.582915e-11,3.582913e-11,3.582917e-11,-2.000000e-15,0.000000e+00
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,M1,N,u0,0.02,1.054093e-01,3.582915e-11,3.582915e-11,3.582915e-11,0.000000e+00,0.000000e+00
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,M2,N,vth,0.010,2.108185e-02,3.582915e-11,3.600741e-11,3.56855e-11,1.609550e-11,3.461000e-10
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,M2,N,u0,0.02,1.054093e-01,3.582915e-11,3.570846e-11,3.595609e-11,-6.190750e-12,1.562500e-11
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,M3,P,vth,0.010,9.467293e-03,3.582915e-11,3.581698e-11,3.584096e-11,-1.199000e-12,-3.600000e-12
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,M3,P,u0,0.02,4.303315e-02,3.582915e-11,3.583908e-11,3.581886e-11,5.055000e-13,-9.000000e-13
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,M4,P,vth,0.010,9.467293e-03,3.582915e-11,3.584023e-11,3.58149e-11,1.266500e-12,-3.170000e-11
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,M4,P,u0,0.02,4.303315e-02,3.582915e-11,3.583585e-11,3.58222e-11,3.412500e-13,-6.250000e-13
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,3.582915e-11,3.60074e-11,3.568552e-11,1.609400e-11,3.462000e-10
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,3.582915e-11,3.570846e-11,3.595609e-11,-6.190750e-12,1.562500e-11
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,3.582915e-11,3.582838e-11,3.582702e-11,6.800000e-14,-2.900000e-11
NOR2_X1,B_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,3.582915e-11,3.584584e-11,3.5812e-11,8.460000e-13,-1.150000e-12
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M1,N,vth,0.010,2.108185e-02,8.748795e-11,8.748802e-11,8.748787e-11,7.500000e-15,-1.000000e-13
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M1,N,u0,0.02,1.054093e-01,8.748795e-11,8.748795e-11,8.748796e-11,-2.500000e-16,2.500000e-14
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M2,N,vth,0.010,2.108185e-02,8.748795e-11,8.950852e-11,8.552906e-11,1.989730e-10,6.168000e-10
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M2,N,u0,0.02,1.054093e-01,8.748795e-11,8.707498e-11,8.791729e-11,-2.105775e-11,4.092500e-11
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M3,P,vth,0.010,9.467293e-03,8.748795e-11,8.750563e-11,8.74707e-11,1.746500e-12,4.300000e-12
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M3,P,u0,0.02,4.303315e-02,8.748795e-11,8.747349e-11,8.750285e-11,-7.340000e-13,1.100000e-12
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M4,P,vth,0.010,9.467293e-03,8.748795e-11,8.747141e-11,8.750625e-11,-1.742000e-12,1.760000e-11
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M4,P,u0,0.02,4.303315e-02,8.748795e-11,8.748129e-11,8.749476e-11,-3.367500e-13,3.750000e-13
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,8.748795e-11,8.950859e-11,8.552898e-11,1.989805e-10,6.167000e-10
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,8.748795e-11,8.707497e-11,8.791729e-11,-2.105800e-11,4.090000e-11
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,8.748795e-11,8.748853e-11,8.748845e-11,4.000000e-15,1.080000e-11
NOR2_X1,B_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,8.748795e-11,8.746671e-11,8.750952e-11,-1.070250e-12,8.250000e-13
NOR2_X1,B_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M1,N,vth,0.010,2.108185e-02,6.636774e-11,6.636775e-11,6.636773e-11,1.000000e-15,0.000000e+00
NOR2_X1,B_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M1,N,u0,0.02,1.054093e-01,6.636774e-11,6.636774e-11,6.636774e-11,0.000000e+00,0.000000e+00
NOR2_X1,B_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M2,N,vth,0.010,2.108185e-02,6.636774e-11,6.766857e-11,6.516284e-11,1.252865e-10,9.593000e-10
NOR2_X1,B_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M2,N,u0,0.02,1.054093e-01,6.636774e-11,6.595873e-11,6.679565e-11,-2.092300e-11,4.725000e-11
NOR2_X1,B_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M3,P,vth,0.010,9.467293e-03,6.636774e-11,6.63635e-11,6.637193e-11,-4.215000e-13,-5.000000e-13
NOR2_X1,B_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M3,P,u0,0.02,4.303315e-02,6.636774e-11,6.637125e-11,6.636417e-11,1.770000e-13,-1.500000e-13
