cell,arc,meas,slew_idx,load_idx,slew,load,v0,group,param,ntr,g1,h2,g1_direct,h2_direct
NAND2_X1,A_r_ZN_f,trans,1,1,3.000000e-11,4.000000e-15,2.601027e-11,P,vth,2,-6.550000e-14,,,
NAND2_X1,A_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,5.689694e-11,N,u0,2,-2.058875e-11,,,
NAND2_X1,A_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,5.689694e-11,N,vth,2,1.543200e-10,,,
NAND2_X1,A_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,5.689694e-11,P,u0,2,2.065000e-13,,,
NAND2_X1,A_r_ZN_f,delay,1,2,3.000000e-11,1.200000e-14,5.689694e-11,P,vth,2,-4.875000e-13,,,
NAND2_X1,A_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,5.687999e-11,N,u0,2,-2.555250e-11,,,
NAND2_X1,A_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,5.687999e-11,N,vth,2,1.445090e-10,,,
NAND2_X1,A_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,5.687999e-11,P,u0,2,4.999999e-16,,,
NAND2_X1,A_r_ZN_f,trans,1,2,3.000000e-11,1.200000e-14,5.687999e-11,P,vth,2,-2.000000e-15,,,
NAND2_X1,A_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,3.500935e-11,N,u0,2,-1.210050e-11,,,
NAND2_X1,A_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,3.500935e-11,N,vth,2,1.500090e-10,,,
NAND2_X1,A_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,3.500935e-11,P,u0,2,2.375001e-13,,,
NAND2_X1,A_r_ZN_f,delay,2,0,8.000000e-11,1.000000e-15,3.500935e-11,P,vth,2,-3.695001e-12,,,
NAND2_X1,A_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,2.581075e-11,N,u0,2,-4.890250e-12,,,
NAND2_X1,A_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,2.581075e-11,N,vth,2,1.303850e-11,,,
NAND2_X1,A_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,2.581075e-11,P,u0,2,2.495000e-13,,,
NAND2_X1,A_r_ZN_f,trans,2,0,8.000000e-11,1.000000e-15,2.581075e-11,P,vth,2,-2.292500e-12,,,
NAND2_X1,A_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,4.898940e-11,N,u0,2,-1.475100e-11,,,
NAND2_X1,A_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,4.898940e-11,N,vth,2,1.592005e-10,,,
NAND2_X1,A_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,4.898940e-11,P,u0,2,3.567500e-13,,,
NAND2_X1,A_r_ZN_f,delay,2,1,8.000000e-11,4.000000e-15,4.898940e-11,P,vth,2,-1.291000e-12,,,
NAND2_X1,A_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,3.549512e-11,N,u0,2,-7.851250e-12,,,
NAND2_X1,A_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,3.549512e-11,N,vth,2,1.970200e-11,,,
NAND2_X1,A_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,3.549512e-11,P,u0,2,2.957500e-13,,,
